ORF	Gene
ORF19.641	ORF19.641
ORF19.1920	ORF19.1920
ORF19.3615	ORF19.3615
EMPTY	EMPTY
ORF19.3618	ORF19.3618
ORF19.2020	ORF19.2020
ORF19.3665	ORF19.3665
EMPTY	EMPTY
ORF19.3667	ORF19.3667
ORF19.2063	ORF19.2063
ORF19.3680	ORF19.3680
EMPTY	EMPTY
ORF19.3693	ORF19.3693
EMPTY	EMPTY
ORF19.3707	ORF19.3707
ORF19.2094	ORF19.2094
ORF19.3710	ORF19.3710
ORF19.2115	ORF19.2115
ORF19.3720	ORF19.3720
ORF19.2200	ORF19.2200
ORF19.3722	ORF19.3722
ORF19.2237	ORF19.2237
ORF19.3736	ORF19.3736
ORF19.2245	ORF19.2245
ORF19.3753	ORF19.3753
ORF19.5141	ORF19.5141
ORF19.649	ORF19.649
ORF19.5173	ORF19.5173
ORF19.660	ORF19.660
ORF19.5234	ORF19.5234
ORF19.663	ORF19.663
ORF19.5258	ORF19.5258
ORF19.669	ORF19.669
ORF19.5352	ORF19.5352
ORF19.682	ORF19.682
EMPTY	EMPTY
ORF19.691	ORF19.691
ORF19.5404	ORF19.5404
ORF19.695	ORF19.695
ORF19.5449	ORF19.5449
ORF19.696	ORF19.696
ORF19.5499	ORF19.5499
ORF19.698	ORF19.698
ORF19.5509	ORF19.5509
ORF19.701	ORF19.701
ORF19.5547	ORF19.5547
ORF19.723	ORF19.723
ORF19.5565	ORF19.5565
ORF19.726	ORF19.726
ORF19.2265	ORF19.2265
ORF19.3763	ORF19.3763
ORF19.2297	ORF19.2297
ORF19.3765	ORF19.3765
ORF19.2302	ORF19.2302
ORF19.3794	ORF19.3794
ORF19.2312	ORF19.2312
ORF19.3799	ORF19.3799
ORF19.2315	ORF19.2315
ORF19.3803	ORF19.3803
ORF19.2336	ORF19.2336
ORF19.3811	ORF19.3811
ORF19.2378	ORF19.2378
EMPTY	EMPTY
ORF19.2443	ORF19.2443
ORF19.3829	ORF19.3829
ORF19.2444	ORF19.2444
ORF19.3839	ORF19.3839
ORF19.2446	ORF19.2446
ORF19.3845	ORF19.3845
ORF19.2451	ORF19.2451
ORF19.3854	ORF19.3854
ORF19.2460	ORF19.2460
ORF19.3863	ORF19.3863
ORF19.113	ORF19.113
ORF19.5635	ORF19.5635
ORF19.118	ORF19.118
ORF19.5636	ORF19.5636
ORF19.260	ORF19.260
ORF19.5655	ORF19.5655
ORF19.278	ORF19.278
ORF19.5674	ORF19.5674
ORF19.287	ORF19.287
ORF19.5728	ORF19.5728
ORF19.376	ORF19.376
ORF19.6035	ORF19.6035
ORF19.380	ORF19.380
ORF19.6037	ORF19.6037
ORF19.570	ORF19.570
ORF19.6143	ORF19.6143
ORF19.716	ORF19.716
ORF19.6238	ORF19.6238
ORF19.762	ORF19.762
ORF19.6249	ORF19.6249
ORF19.899	ORF19.899
ORF19.6327	ORF19.6327
ORF19.931	ORF19.931
ORF19.6607	ORF19.6607
ORF19.728	ORF19.728
ORF19.2484	ORF19.2484
ORF19.731	ORF19.731
ORF19.2492	ORF19.2492
ORF19.751	ORF19.751
ORF19.2517	ORF19.2517
ORF19.753	ORF19.753
ORF19.2534	ORF19.2534
ORF19.756	ORF19.756
ORF19.2538	ORF19.2538
ORF19.757	ORF19.757
ORF19.2605	ORF19.2605
ORF19.764	ORF19.764
ORF19.2612	ORF19.2612
ORF19.782	ORF19.782
ORF19.2613	ORF19.2613
ORF19.783	ORF19.783
ORF19.2653	ORF19.2653
ORF19.794	ORF19.794
ORF19.2686	ORF19.2686
ORF19.807	ORF19.807
ORF19.2695	ORF19.2695
ORF19.815	ORF19.815
ORF19.2697	ORF19.2697
ORF19.936	ORF19.936
ORF19.6637	ORF19.6637
ORF19.993	ORF19.993
ORF19.6673	ORF19.6673
ORF19.1002	ORF19.1002
ORF19.6729	ORF19.6729
ORF19.1049	ORF19.1049
EMPTY	EMPTY
ORF19.1162	ORF19.1162
ORF19.7114	ORF19.7114
ORF19.1171	ORF19.1171
ORF19.7288	ORF19.7288
ORF19.1239	ORF19.1239
ORF19.7314	ORF19.7314
ORF19.1345	ORF19.1345
ORF19.7436	ORF19.7436
ORF19.1365	ORF19.1365
ORF19.7516	ORF19.7516
ORF19.1449	ORF19.1449
ORF19.7550	ORF19.7550
ORF19.1502	ORF19.1502
ORF19.7590	ORF19.7590
ORF19.1586	ORF19.1586
ORF19.8009	ORF19.8009
ORF19.816	ORF19.816
ORF19.2699	ORF19.2699
ORF19.843	ORF19.843
ORF19.2703	ORF19.2703
ORF19.844	ORF19.844
ORF19.2726	ORF19.2726
ORF19.846	ORF19.846
ORF19.2752	ORF19.2752
ORF19.852	ORF19.852
ORF19.2753	ORF19.2753
ORF19.872	ORF19.872
ORF19.2771	ORF19.2771
ORF19.895	ORF19.895
ORF19.2777	ORF19.2777
ORF19.896	ORF19.896
ORF19.2781	ORF19.2781
ORF19.942	ORF19.942
ORF19.2787	ORF19.2787
ORF19.998	ORF19.998
ORF19.2797	ORF19.2797
ORF19.1036	ORF19.1036
ORF19.2842	ORF19.2842
ORF19.1040	ORF19.1040
ORF19.2886	ORF19.2886
ORF19.1625	ORF19.1625
ORF19.8477	ORF19.8477
ORF19.1634	ORF19.1634
ORF19.9470	ORF19.9470
ORF19.1710	ORF19.1710
ORF19.10004	ORF19.10004
ORF19.1797	ORF19.1797
ORF19.10665	ORF19.10665
ORF19.1860	ORF19.1860
ORF19.10841	ORF19.10841
ORF19.2108	ORF19.2108
ORF19.11912	ORF19.11912
ORF19.2133	ORF19.2133
ORF19.12108	ORF19.12108
ORF19.2156	ORF19.2156
ORF19.12247	ORF19.12247
ORF19.2157	ORF19.2157
ORF19.13064	ORF19.13064
ORF19.2217	ORF19.2217
ORF19.30	ORF19.30
ORF19.2281	ORF19.2281
ORF19.50	ORF19.50
ORF19.2282	ORF19.2282
ORF19.95	ORF19.95
ORF19.1041	ORF19.1041
ORF19.2941	ORF19.2941
ORF19.1092	ORF19.1092
ORF19.2952	ORF19.2952
ORF19.1124	ORF19.1124
ORF19.2961	ORF19.2961
ORF19.1173	ORF19.1173
ORF19.2975	ORF19.2975
ORF19.1185	ORF19.1185
ORF19.3012	ORF19.3012
ORF19.1187	ORF19.1187
ORF19.3029	ORF19.3029
ORF19.1219	ORF19.1219
ORF19.3049	ORF19.3049
ORF19.1264	ORF19.1264
ORF19.3060	ORF19.3060
ORF19.1267	ORF19.1267
ORF19.3066	ORF19.3066
ORF19.1270	ORF19.1270
ORF19.3105	ORF19.3105
ORF19.1276	ORF19.1276
ORF19.3108	ORF19.3108
ORF19.1314	ORF19.1314
ORF19.3111	ORF19.3111
ORF19.2284	ORF19.2284
ORF19.100	ORF19.100
ORF19.2429	ORF19.2429
ORF19.101	ORF19.101
ORF19.2461	ORF19.2461
ORF19.137	ORF19.137
ORF19.2463	ORF19.2463
ORF19.138	ORF19.138
ORF19.2500	ORF19.2500
ORF19.156	ORF19.156
ORF19.2570	ORF19.2570
ORF19.166	ORF19.166
ORF19.2663	ORF19.2663
ORF19.173	ORF19.173
ORF19.2805	ORF19.2805
ORF19.176	ORF19.176
ORF19.2821	ORF19.2821
ORF19.191	ORF19.191
ORF19.2836	ORF19.2836
ORF19.192	ORF19.192
ORF19.2838	ORF19.2838
ORF19.194	ORF19.194
ORF19.2850	ORF19.2850
ORF19.199	ORF19.199
ORF19.1317	ORF19.1317
ORF19.3112	ORF19.3112
ORF19.1341	ORF19.1341
ORF19.3122	ORF19.3122
ORF19.1364	ORF19.1364
ORF19.3182	ORF19.3182
ORF19.1373	ORF19.1373
ORF19.3187	ORF19.3187
ORF19.1382	ORF19.1382
ORF19.3201	ORF19.3201
ORF19.1392	ORF19.1392
ORF19.3203	ORF19.3203
ORF19.1397	ORF19.1397
ORF19.3207	ORF19.3207
ORF19.1411	ORF19.1411
ORF19.3212	ORF19.3212
ORF19.1443	ORF19.1443
ORF19.3226	ORF19.3226
ORF19.1445	ORF19.1445
ORF19.3237	ORF19.3237
ORF19.1471	ORF19.1471
ORF19.3279	ORF19.3279
ORF19.1490	ORF19.1490
EMPTY	EMPTY
ORF19.2868	ORF19.2868
ORF19.206	ORF19.206
ORF19.2904	ORF19.2904
ORF19.207	ORF19.207
ORF19.3117	ORF19.3117
ORF19.209	ORF19.209
ORF19.3156	ORF19.3156
ORF19.215	ORF19.215
ORF19.3290	ORF19.3290
ORF19.217	ORF19.217
ORF19.3335	ORF19.3335
ORF19.220	ORF19.220
ORF19.3374	ORF19.3374
ORF19.242	ORF19.242
ORF19.3380	ORF19.3380
ORF19.255	ORF19.255
ORF19.3402	ORF19.3402
ORF19.268	ORF19.268
ORF19.3611	ORF19.3611
ORF19.290	ORF19.290
ORF19.3874	ORF19.3874
ORF19.299	ORF19.299
ORF19.3878	ORF19.3878
ORF19.301	ORF19.301
ORF19.1497	ORF19.1497
ORF19.3311	ORF19.3311
ORF19.1510	ORF19.1510
ORF19.3315	ORF19.3315
ORF19.1515	ORF19.1515
ORF19.3330	ORF19.3330
ORF19.1567	ORF19.1567
ORF19.3345	ORF19.3345
EMPTY	EMPTY
ORF19.3370	ORF19.3370
ORF19.1576	ORF19.1576
ORF19.3384	ORF19.3384
ORF19.1577	ORF19.1577
ORF19.3395	ORF19.3395
ORF19.1621	ORF19.1621
ORF19.3396	ORF19.3396
ORF19.1623	ORF19.1623
ORF19.3404	ORF19.3404
ORF19.1643	ORF19.1643
ORF19.3407	ORF19.3407
ORF19.1654	ORF19.1654
ORF19.3412	ORF19.3412
ORF19.1656	ORF19.1656
ORF19.3417	ORF19.3417
ORF19.3894	ORF19.3894
ORF19.305	ORF19.305
ORF19.3901	ORF19.3901
ORF19.328	ORF19.328
ORF19.3919	ORF19.3919
ORF19.333	ORF19.333
ORF19.4066	ORF19.4066
ORF19.335	ORF19.335
ORF19.4072	ORF19.4072
ORF19.341	ORF19.341
ORF19.4104	ORF19.4104
ORF19.348	ORF19.348
ORF19.4118	ORF19.4118
ORF19.403	ORF19.403
ORF19.4189	ORF19.4189
ORF19.419	ORF19.419
ORF19.4567	ORF19.4567
ORF19.431	ORF19.431
ORF19.4592	ORF19.4592
ORF19.433	ORF19.433
ORF19.4680	ORF19.4680
ORF19.449	ORF19.449
ORF19.4688	ORF19.4688
ORF19.459	ORF19.459
ORF19.1665	ORF19.1665
ORF19.3418	ORF19.3418
ORF19.1671	ORF19.1671
ORF19.3422	ORF19.3422
ORF19.1690	ORF19.1690
ORF19.3434	ORF19.3434
ORF19.1702	ORF19.1702
ORF19.3438	ORF19.3438
ORF19.1718	ORF19.1718
ORF19.3449	ORF19.3449
ORF19.1725	ORF19.1725
ORF19.3453	ORF19.3453
ORF19.1747	ORF19.1747
ORF19.3470	ORF19.3470
ORF19.1754	ORF19.1754
ORF19.3488	ORF19.3488
ORF19.1760	ORF19.1760
ORF19.3534	ORF19.3534
ORF19.1814	ORF19.1814
ORF19.3574	ORF19.3574
ORF19.1825	ORF19.1825
ORF19.3575	ORF19.3575
ORF19.1907	ORF19.1907
ORF19.3592	ORF19.3592
ORF19.4758	ORF19.4758
ORF19.460	ORF19.460
ORF19.4774	ORF19.4774
ORF19.469	ORF19.469
ORF19.4804	ORF19.4804
ORF19.524	ORF19.524
ORF19.4821	ORF19.4821
ORF19.529	ORF19.529
ORF19.4822	ORF19.4822
ORF19.540	ORF19.540
ORF19.4823	ORF19.4823
ORF19.548	ORF19.548
ORF19.4831	ORF19.4831
ORF19.557	ORF19.557
ORF19.4856	ORF19.4856
ORF19.564	ORF19.564
ORF19.4933	ORF19.4933
ORF19.575	ORF19.575
ORF19.4934	ORF19.4934
ORF19.584	ORF19.584
ORF19.5129	ORF19.5129
ORF19.587	ORF19.587
ORF19.5140	ORF19.5140
ORF19.641	ORF19.641
ORF19.1920	ORF19.1920
ORF19.3615	ORF19.3615
EMPTY	EMPTY
ORF19.3618	ORF19.3618
ORF19.2020	ORF19.2020
ORF19.3665	ORF19.3665
EMPTY	EMPTY
ORF19.3667	ORF19.3667
EMPTY	EMPTY
ORF19.3680	ORF19.3680
ORF19.2064	ORF19.2064
ORF19.3693	ORF19.3693
EMPTY	EMPTY
ORF19.3707	ORF19.3707
ORF19.2094	ORF19.2094
ORF19.3710	ORF19.3710
ORF19.2115	ORF19.2115
ORF19.3720	ORF19.3720
ORF19.2200	ORF19.2200
ORF19.3722	ORF19.3722
ORF19.2237	ORF19.2237
ORF19.3736	ORF19.3736
ORF19.2245	ORF19.2245
ORF19.3753	ORF19.3753
ORF19.5141	ORF19.5141
ORF19.649	ORF19.649
ORF19.5173	ORF19.5173
ORF19.660	ORF19.660
ORF19.5234	ORF19.5234
ORF19.663	ORF19.663
ORF19.5258	ORF19.5258
ORF19.669	ORF19.669
ORF19.5352	ORF19.5352
ORF19.682	ORF19.682
EMPTY	EMPTY
ORF19.691	ORF19.691
ORF19.5404	ORF19.5404
ORF19.695	ORF19.695
ORF19.5449	ORF19.5449
ORF19.696	ORF19.696
ORF19.5499	ORF19.5499
ORF19.698	ORF19.698
ORF19.5509	ORF19.5509
ORF19.701	ORF19.701
ORF19.5547	ORF19.5547
ORF19.723	ORF19.723
ORF19.5565	ORF19.5565
ORF19.726	ORF19.726
ORF19.2265	ORF19.2265
ORF19.3763	ORF19.3763
ORF19.2297	ORF19.2297
ORF19.3765	ORF19.3765
ORF19.2302	ORF19.2302
ORF19.3794	ORF19.3794
ORF19.2312	ORF19.2312
ORF19.3799	ORF19.3799
ORF19.2315	ORF19.2315
ORF19.3803	ORF19.3803
ORF19.2336	ORF19.2336
EMPTY	EMPTY
ORF19.2378	ORF19.2378
EMPTY	EMPTY
ORF19.2443	ORF19.2443
ORF19.3829	ORF19.3829
ORF19.2444	ORF19.2444
ORF19.3839	ORF19.3839
ORF19.2446	ORF19.2446
ORF19.3845	ORF19.3845
ORF19.2451	ORF19.2451
ORF19.3854	ORF19.3854
ORF19.2460	ORF19.2460
ORF19.3863	ORF19.3863
ORF19.3885	ORF19.3885
ORF19.5068	ORF19.5068
ORF19.3895	ORF19.3895
ORF19.5138	ORF19.5138
ORF19.3912	ORF19.3912
ORF19.5170	ORF19.5170
ORF19.3928	ORF19.3928
ORF19.5178	ORF19.5178
ORF19.3936	ORF19.3936
ORF19.5181	ORF19.5181
ORF19.3944	ORF19.3944
ORF19.5200	ORF19.5200
ORF19.3966	ORF19.3966
ORF19.5207	ORF19.5207
ORF19.3982	ORF19.3982
ORF19.5224	ORF19.5224
ORF19.3995	ORF19.3995
ORF19.5241	ORF19.5241
ORF19.4002	ORF19.4002
ORF19.5247	ORF19.5247
ORF19.4011	ORF19.4011
ORF19.5251	ORF19.5251
ORF19.4012	ORF19.4012
ORF19.5285	ORF19.5285
ORF19.6680	ORF19.6680
ORF19.13191	ORF19.13191
ORF19.6681	ORF19.6681
ORF19.13757	ORF19.13757
ORF19.6693	ORF19.6693
EMPTY	EMPTY
ORF19.6720	ORF19.6720
EMPTY	EMPTY
ORF19.6736	ORF19.6736
EMPTY	EMPTY
ORF19.6738	ORF19.6738
EMPTY	EMPTY
ORF19.6741	ORF19.6741
EMPTY	EMPTY
ORF19.6772	ORF19.6772
EMPTY	EMPTY
ORF19.6784	ORF19.6784
EMPTY	EMPTY
ORF19.6802	ORF19.6802
EMPTY	EMPTY
ORF19.6817	ORF19.6817
EMPTY	EMPTY
ORF19.6838	ORF19.6838
EMPTY	EMPTY
ORF19.4014	ORF19.4014
ORF19.5286	ORF19.5286
ORF19.4015	ORF19.4015
ORF19.5291	ORF19.5291
ORF19.4035	ORF19.4035
ORF19.5300	ORF19.5300
ORF19.4036	ORF19.4036
ORF19.5326	ORF19.5326
ORF19.4041	ORF19.4041
ORF19.5334	ORF19.5334
ORF19.4056	ORF19.4056
ORF19.5338	ORF19.5338
ORF19.4084	ORF19.4084
ORF19.5342	ORF19.5342
ORF19.4089	ORF19.4089
ORF19.5399	ORF19.5399
ORF19.4135	ORF19.4135
ORF19.5401	ORF19.5401
EMPTY	EMPTY
ORF19.5406	ORF19.5406
ORF19.4157	ORF19.4157
ORF19.5445	ORF19.5445
ORF19.4174	ORF19.4174
ORF19.5477	ORF19.5477
ORF19.6842	ORF19.6842
EMPTY	EMPTY
ORF19.6874	ORF19.6874
EMPTY	EMPTY
ORF19.6927	ORF19.6927
EMPTY	EMPTY
ORF19.6928	ORF19.6928
EMPTY	EMPTY
ORF19.6948	ORF19.6948
EMPTY	EMPTY
ORF19.6951	ORF19.6951
EMPTY	EMPTY
ORF19.6980	ORF19.6980
EMPTY	EMPTY
ORF19.6985	ORF19.6985
EMPTY	EMPTY
ORF19.6990	ORF19.6990
EMPTY	EMPTY
ORF19.6996	ORF19.6996
EMPTY	EMPTY
ORF19.7017	ORF19.7017
EMPTY	EMPTY
ORF19.7020	ORF19.7020
EMPTY	EMPTY
ORF19.4175	ORF19.4175
ORF19.5485	ORF19.5485
ORF19.4182	ORF19.4182
ORF19.5542	ORF19.5542
ORF19.4183	ORF19.4183
ORF19.5555	ORF19.5555
ORF19.4185	ORF19.4185
ORF19.5559	ORF19.5559
ORF19.4188	ORF19.4188
ORF19.5585	ORF19.5585
ORF19.4193	ORF19.4193
ORF19.5588	ORF19.5588
ORF19.4195	ORF19.4195
ORF19.5593	ORF19.5593
ORF19.4211	ORF19.4211
ORF19.5600	ORF19.5600
ORF19.4212	ORF19.4212
ORF19.5634	ORF19.5634
ORF19.4242	ORF19.4242
ORF19.5643	ORF19.5643
ORF19.4248	ORF19.4248
ORF19.5644	ORF19.5644
ORF19.4270	ORF19.4270
ORF19.5651	ORF19.5651
ORF19.7023	ORF19.7023
EMPTY	EMPTY
ORF19.7033	ORF19.7033
EMPTY	EMPTY
ORF19.7049	ORF19.7049
EMPTY	EMPTY
ORF19.7071	ORF19.7071
EMPTY	EMPTY
ORF19.7086	ORF19.7086
EMPTY	EMPTY
EMPTY	EMPTY
EMPTY	EMPTY
ORF19.7096	ORF19.7096
EMPTY	EMPTY
ORF19.7098	ORF19.7098
EMPTY	EMPTY
ORF19.7105	ORF19.7105
EMPTY	EMPTY
ORF19.7112	ORF19.7112
EMPTY	EMPTY
ORF19.7115	ORF19.7115
EMPTY	EMPTY
ORF19.7150	ORF19.7150
EMPTY	EMPTY
ORF19.4284	ORF19.4284
ORF19.5661	ORF19.5661
ORF19.4292	ORF19.4292
ORF19.5662	ORF19.5662
ORF19.4308	ORF19.4308
ORF19.5673	ORF19.5673
ORF19.4312	ORF19.4312
ORF19.5714	ORF19.5714
ORF19.4350	ORF19.4350
ORF19.5729	ORF19.5729
ORF19.4353	ORF19.4353
ORF19.5736	ORF19.5736
ORF19.4362	ORF19.4362
ORF19.5759	ORF19.5759
ORF19.4376	ORF19.4376
ORF19.5760	ORF19.5760
ORF19.4407	ORF19.4407
ORF19.5776	ORF19.5776
ORF19.4412	ORF19.4412
ORF19.5782	ORF19.5782
ORF19.4424	ORF19.4424
ORF19.5813	ORF19.5813
ORF19.4444	ORF19.4444
ORF19.5848	ORF19.5848
ORF19.7186	ORF19.7186
EMPTY	EMPTY
ORF19.7196	ORF19.7196
EMPTY	EMPTY
ORF19.7206	ORF19.7206
EMPTY	EMPTY
ORF19.7208	ORF19.7208
EMPTY	EMPTY
ORF19.7214	ORF19.7214
EMPTY	EMPTY
ORF19.7218	ORF19.7218
EMPTY	EMPTY
ORF19.7221	ORF19.7221
EMPTY	EMPTY
ORF19.7224	ORF19.7224
EMPTY	EMPTY
ORF19.7228	ORF19.7228
EMPTY	EMPTY
ORF19.7247	ORF19.7247
EMPTY	EMPTY
ORF19.7281	ORF19.7281
EMPTY	EMPTY
ORF19.7282	ORF19.7282
EMPTY	EMPTY
ORF19.4445	ORF19.4445
ORF19.5851	ORF19.5851
ORF19.4459	ORF19.4459
ORF19.5855	ORF19.5855
ORF19.4466	ORF19.4466
ORF19.5874	ORF19.5874
ORF19.4471	ORF19.4471
ORF19.5892	ORF19.5892
ORF19.4474	ORF19.4474
ORF19.5903	ORF19.5903
ORF19.4475	ORF19.4475
ORF19.5915	ORF19.5915
ORF19.4496	ORF19.4496
ORF19.5940	ORF19.5940
ORF19.4524	ORF19.4524
ORF19.5942	ORF19.5942
ORF19.4545	ORF19.4545
ORF19.5968	ORF19.5968
ORF19.4566	ORF19.4566
ORF19.5975	ORF19.5975
ORF19.4569	ORF19.4569
ORF19.5992	ORF19.5992
ORF19.4573	ORF19.4573
ORF19.5994	ORF19.5994
ORF19.7304	ORF19.7304
EMPTY	EMPTY
ORF19.7305	ORF19.7305
EMPTY	EMPTY
ORF19.7310	ORF19.7310
EMPTY	EMPTY
ORF19.7313	ORF19.7313
EMPTY	EMPTY
ORF19.7318	ORF19.7318
EMPTY	EMPTY
ORF19.7320	ORF19.7320
EMPTY	EMPTY
ORF19.7328	ORF19.7328
EMPTY	EMPTY
ORF19.7329	ORF19.7329
EMPTY	EMPTY
ORF19.7330	ORF19.7330
EMPTY	EMPTY
ORF19.7342	ORF19.7342
EMPTY	EMPTY
ORF19.7347	ORF19.7347
EMPTY	EMPTY
ORF19.7349	ORF19.7349
EMPTY	EMPTY
ORF19.4593	ORF19.4593
ORF19.6001	ORF19.6001
ORF19.4603	ORF19.4603
ORF19.6011	ORF19.6011
ORF19.4640	ORF19.4640
ORF19.6018	ORF19.6018
ORF19.4649	ORF19.4649
ORF19.6038	ORF19.6038
ORF19.4655	ORF19.4655
ORF19.6053	ORF19.6053
ORF19.4658	ORF19.4658
ORF19.6124	ORF19.6124
ORF19.4670	ORF19.4670
ORF19.6182	ORF19.6182
ORF19.4678	ORF19.4678
ORF19.6202	ORF19.6202
ORF19.4707	ORF19.4707
ORF19.6219	ORF19.6219
ORF19.4720	ORF19.4720
ORF19.6232	ORF19.6232
ORF19.4729	ORF19.4729
ORF19.6245	ORF19.6245
ORF19.4738	ORF19.4738
ORF19.6293	ORF19.6293
ORF19.7353	ORF19.7353
EMPTY	EMPTY
ORF19.7359	ORF19.7359
EMPTY	EMPTY
ORF19.7370	ORF19.7370
EMPTY	EMPTY
ORF19.7374	ORF19.7374
EMPTY	EMPTY
ORF19.7381	ORF19.7381
EMPTY	EMPTY
ORF19.7388	ORF19.7388
EMPTY	EMPTY
ORF19.7391	ORF19.7391
EMPTY	EMPTY
ORF19.7397	ORF19.7397
EMPTY	EMPTY
EMPTY	EMPTY
EMPTY	EMPTY
ORF19.7472	ORF19.7472
EMPTY	EMPTY
ORF19.7475	ORF19.7475
EMPTY	EMPTY
ORF19.7497	ORF19.7497
EMPTY	EMPTY
ORF19.4744	ORF19.4744
ORF19.6313	ORF19.6313
ORF19.4755	ORF19.4755
ORF19.6318	ORF19.6318
ORF19.4765	ORF19.4765
ORF19.6324	ORF19.6324
ORF19.4771	ORF19.4771
ORF19.6348	ORF19.6348
ORF19.4772	ORF19.4772
ORF19.6358	ORF19.6358
ORF19.4785	ORF19.4785
ORF19.6365	ORF19.6365
ORF19.4805	ORF19.4805
ORF19.6376	ORF19.6376
ORF19.4843	ORF19.4843
ORF19.6411	ORF19.6411
ORF19.4844	ORF19.4844
ORF19.6420	ORF19.6420
ORF19.4845	ORF19.4845
ORF19.6449	ORF19.6449
ORF19.4859	ORF19.4859
ORF19.6481	ORF19.6481
ORF19.4866	ORF19.4866
ORF19.6502	ORF19.6502
ORF19.7503	ORF19.7503
EMPTY	EMPTY
ORF19.7510	ORF19.7510
EMPTY	EMPTY
ORF19.7523	ORF19.7523
EMPTY	EMPTY
ORF19.7554	ORF19.7554
EMPTY	EMPTY
ORF19.7574	ORF19.7574
EMPTY	EMPTY
ORF19.7610	ORF19.7610
EMPTY	EMPTY
ORF19.7668	ORF19.7668
EMPTY	EMPTY
ORF19.267	ORF19.267
EMPTY	EMPTY
ORF19.8485	ORF19.8485
EMPTY	EMPTY
ORF19.8650	ORF19.8650
EMPTY	EMPTY
ORF19.8979	ORF19.8979
EMPTY	EMPTY
ORF19.9111	ORF19.9111
EMPTY	EMPTY
ORF19.4869	ORF19.4869
ORF19.6506	ORF19.6506
ORF19.4890	ORF19.4890
ORF19.6514	ORF19.6514
ORF19.4905	ORF19.4905
ORF19.6526	ORF19.6526
ORF19.4916	ORF19.4916
ORF19.6530	ORF19.6530
ORF19.4941	ORF19.4941
ORF19.6553	ORF19.6553
ORF19.4972	ORF19.4972
ORF19.6578	ORF19.6578
ORF19.4975	ORF19.4975
ORF19.6592	ORF19.6592
ORF19.4982	ORF19.4982
ORF19.6606	ORF19.6606
ORF19.4984	ORF19.4984
ORF19.6653	ORF19.6653
ORF19.5001	ORF19.5001
ORF19.6654	ORF19.6654
ORF19.5014	ORF19.5014
ORF19.6660	ORF19.6660
ORF19.5020	ORF19.5020
ORF19.6678	ORF19.6678
ORF19.10080	ORF19.10080
WT	WT
ORF19.10341	ORF19.10341
WT	WT
ORF19.10507	ORF19.10507
EMPTY	EMPTY
ORF19.10711	ORF19.10711
EMPTY	EMPTY
ORF19.11256	ORF19.11256
EMPTY	EMPTY
ORF19.11257	ORF19.11257
EMPTY	EMPTY
ORF19.11270	ORF19.11270
EMPTY	EMPTY
ORF19.11726	ORF19.11726
EMPTY	EMPTY
ORF19.11882	ORF19.11882
EMPTY	EMPTY
ORF19.11987	ORF19.11987
EMPTY	EMPTY
ORF19.12525	ORF19.12525
EMPTY	EMPTY
ORF19.12589	ORF19.12589
EMPTY	EMPTY
ORF19.3885	ORF19.3885
ORF19.5068	ORF19.5068
ORF19.3895	ORF19.3895
ORF19.5138	ORF19.5138
ORF19.3912	ORF19.3912
ORF19.5170	ORF19.5170
ORF19.3928	ORF19.3928
ORF19.5178	ORF19.5178
ORF19.3936	ORF19.3936
ORF19.5181	ORF19.5181
ORF19.3944	ORF19.3944
ORF19.5200	ORF19.5200
ORF19.3966	ORF19.3966
ORF19.5207	ORF19.5207
ORF19.3982	ORF19.3982
ORF19.5224	ORF19.5224
ORF19.3995	ORF19.3995
ORF19.5241	ORF19.5241
ORF19.4002	ORF19.4002
ORF19.5247	ORF19.5247
ORF19.4011	ORF19.4011
ORF19.5251	ORF19.5251
ORF19.4012	ORF19.4012
ORF19.5285	ORF19.5285
ORF19.6680	ORF19.6680
ORF19.13191	ORF19.13191
ORF19.6681	ORF19.6681
ORF19.13757	ORF19.13757
ORF19.6693	ORF19.6693
EMPTY	EMPTY
ORF19.6720	ORF19.6720
EMPTY	EMPTY
ORF19.6736	ORF19.6736
EMPTY	EMPTY
EMPTY	EMPTY
EMPTY	EMPTY
ORF19.6741	ORF19.6741
EMPTY	EMPTY
ORF19.6772	ORF19.6772
EMPTY	EMPTY
ORF19.6784	ORF19.6784
EMPTY	EMPTY
ORF19.6802	ORF19.6802
EMPTY	EMPTY
ORF19.6817	ORF19.6817
EMPTY	EMPTY
ORF19.6838	ORF19.6838
EMPTY	EMPTY
ORF19.4014	ORF19.4014
ORF19.5286	ORF19.5286
ORF19.4015	ORF19.4015
ORF19.5291	ORF19.5291
ORF19.4035	ORF19.4035
ORF19.5300	ORF19.5300
ORF19.4036	ORF19.4036
ORF19.5326	ORF19.5326
ORF19.4041	ORF19.4041
ORF19.5334	ORF19.5334
ORF19.4056	ORF19.4056
ORF19.5338	ORF19.5338
ORF19.4084	ORF19.4084
ORF19.5342	ORF19.5342
EMPTY	EMPTY
ORF19.5399	ORF19.5399
ORF19.4135	ORF19.4135
ORF19.5401	ORF19.5401
EMPTY	EMPTY
ORF19.5406	ORF19.5406
ORF19.4157	ORF19.4157
ORF19.5445	ORF19.5445
ORF19.4174	ORF19.4174
ORF19.5477	ORF19.5477
ORF19.6842	ORF19.6842
EMPTY	EMPTY
EMPTY	EMPTY
EMPTY	EMPTY
ORF19.6927	ORF19.6927
EMPTY	EMPTY
ORF19.6928	ORF19.6928
EMPTY	EMPTY
ORF19.6948	ORF19.6948
