ORF	Gene
YMR013C	SEC59
YIL068C	SEC6
YLR378C	SEC61
YPL094C	SEC62
YOR254C	SEC63
YML105C	SEC65
YBR171W	SEC66
YDR170C	SEC7
YLR292C	SEC72
YPR055W	SEC8
YGR009C	SEC9
YDR077W	SED1
YCR067C	SED4
YLR026C	SED5
YIL064W	SEE1
YBL066C	SEF1
YMR086W	SEG1
YKL105C	SEG2
YGL100W	SEH1
YDR363W-A	SEM1
YLR430W	SEN1
YMR059W	SEN15
YLR105C	SEN2
YAR008W	SEN34
YPL083C	SEN54
YAL067C	SEO1
YOR184W	SER1
YGR208W	SER2
YER081W	SER3
YIL074C	SER33
YDR023W	SES1
YHR119W	SET1
YJL168C	SET2
YKR029C	SET3
YJL105W	SET4
YHR207C	SET5
YPL165C	SET6
YOR165W	SEY1
YDL168W	SFA1
YNL049C	SFB2
YHR098C	SFB3
YJR095W	SFC1
YOR315W	SFG1
YLR321C	SFH1
YJL145W	SFH5
YLL003W	SFI1
YKL051W	SFK1
YOR140W	SFL1
YOR021C	SFM1
YLR403W	SFP1
YKL006C-A	SFT1
YBL102W	SFT2
YIL099W	SGA1
YLR336C	SGD1
YPR198W	SGE1
YPL047W	SGF11
YCL010C	SGF29
YGL066W	SGF73
YJR134C	SGM1
YIR001C	SGN1
YOR073W	SGO1
YMR190C	SGS1
YOR057W	SGT1
YOR007C	SGT2
YPR161C	SGV1
YKR043C	SHB17
YER096W	SHC1
YBL031W	SHE1
YGL228W	SHE10
YKL130C	SHE2
YBR130C	SHE3
YOR035C	SHE4
YDR393W	SHE9
YBR258C	SHG1
YMR118C	SHH3
YLR164W	SHH4
YBR263W	SHM1
YLR058C	SHM2
YER118C	SHO1
YBL058W	SHP1
YIL104C	SHQ1
YDL212W	SHR3
YOL110W	SHR5
YDL225W	SHS1
YHL006C	SHU1
YDR078C	SHU2
YGR112W	SHY1
YOR137C	SIA1
YLR079W	SIC1
YBR103W	SIF2
YOL031C	SIL1
YIL123W	SIM1
YOL004W	SIN3
YNL236W	SIN4
YDR422C	SIP1
YMR175W	SIP18
YGL208W	SIP2
YNL257C	SIP3
YJL089W	SIP4
YMR140W	SIP5
YKR101W	SIR1
YDL042C	SIR2
YLR442C	SIR3
YDR227W	SIR4
YNL007C	SIS1
YKR072C	SIS2
YEL065W	SIT1
YDL047W	SIT4
YNL032W	SIW14
YDR409W	SIZ1
YKR100C	SKG1
YLR187W	SKG3
YHR149C	SKG6
YLR398C	SKI2
YPR189W	SKI3
YGR195W	SKI6
YOR076C	SKI7
YGL213C	SKI8
YOL113W	SKM1
YGR143W	SKN1
YHR206W	SKN7
YNL167C	SKO1
YDR328C	SKP1
YNL311C	SKP2
YPL026C	SKS1
YBL061C	SKT5
YMR216C	SKY1
YBL007C	SLA1
YNL243W	SLA2
YDL052C	SLC1
YKL108W	SLD2
YGL113W	SLD3
YDR489W	SLD5
YOR060C	SLD7
YDR515W	SLF1
YOR008C	SLG1
YGR271W	SLH1
YGR212W	SLI1
YBR156C	SLI15
YOR195W	SLK19
YIL105C	SLM1
YNL047C	SLM2
YDL033C	SLM3
YBR077C	SLM4
YCR024C	SLM5
YIL147C	SLN1
YER180C-A	SLO1
YOR154W	SLP1
YLR139C	SLS1
YHR030C	SLT2
YDR088C	SLU7
YBR228W	SLX1
YLR135W	SLX4
YDL013W	SLX5
YER116C	SLX8
YGR081C	SLX9
YDR189W	SLY1
YOR307C	SLY41
YNL196C	SLZ1
YPL027W	SMA1
YML066C	SMA2
YER029C	SMB1
YFL008W	SMC1
YFR031C	SMC2
YJL074C	SMC3
YLR086W	SMC4
YOL034W	SMC5
YLR383W	SMC6
YGR074W	SMD1
YLR275W	SMD2
YLR147C	SMD3
YOR159C	SME1
YOL122C	SMF1
YHR050W	SMF2
YLR034C	SMF3
YGR229C	SMI1
YPR054W	SMK1
YML058W	SML1
YNR015W	SMM1
YBR182C	SMP1
YOR149C	SMP3
YDR510W	SMT3
YFL017W-A	SMX2
YPR182W	SMX3
YKL079W	SMY1
YBR172C	SMY2
YDR525W-A	SNA2
YJL151C	SNA3
YDL123W	SNA4
YAL030W	SNC1
YOR327C	SNC2
YDR477W	SNF1
YDR073W	SNF11
YNR023W	SNF12
YOR290C	SNF2
YDL194W	SNF3
YGL115W	SNF4
YBR289W	SNF5
YHL025W	SNF6
YLR025W	SNF7
YPL002C	SNF8
YGR197C	SNG1
YIL016W	SNL1
YDR478W	SNM1
YNL086W	SNN1
YMR095C	SNO1
YNL334C	SNO2
YFL060C	SNO3
YMR322C	SNO4
YIL061C	SNP1
YDR011W	SNQ2
snR10	SNR10
snR11	SNR11
snR128	SNR128
snR13	SNR13
snR14	SNR14
snR161	SNR161
snR17a	SNR17A
snR17b	SNR17B
snR18	SNR18
snR189	SNR189
snR19	SNR19
snR190	SNR190
snR191	SNR191
snR24	SNR24
snR3	SNR3
snR30	SNR30
snR31	SNR31
snR32	SNR32
snR33	SNR33
snR34	SNR34
snR35	SNR35
snR36	SNR36
snR37	SNR37
snR38	SNR38
snR39	SNR39
snR39B	SNR39B
snR4	SNR4
snR40	SNR40
snR41	SNR41
snR42	SNR42
snR43	SNR43
snR44	SNR44
snR45	SNR45
snR46	SNR46
snR47	SNR47
snR48	SNR48
snR49	SNR49
snR5	SNR5
snR50	SNR50
snR51	SNR51
snR52	SNR52
snR53	SNR53
snR54	SNR54
snR55	SNR55
snR56	SNR56
snR57	SNR57
snR58	SNR58
snR59	SNR59
snR6	SNR6
snR60	SNR60
snR61	SNR61
snR62	SNR62
snR63	SNR63
snR64	SNR64
snR65	SNR65
snR66	SNR66
snR67	SNR67
snR68	SNR68
snR69	SNR69
snR7-L	SNR7-L
snR7-S	SNR7-S
snR70	SNR70
snR71	SNR71
snR72	SNR72
snR73	SNR73
snR74	SNR74
snR75	SNR75
snR76	SNR76
snR77	SNR77
snR78	SNR78
snR79	SNR79
snR8	SNR8
snR80	SNR80
snR81	SNR81
snR82	SNR82
snR83	SNR83
snR84	SNR84
snR85	SNR85
snR86	SNR86
snR87	SNR87
snR9	SNR9
YCR033W	SNT1
YGL131C	SNT2
YPR101W	SNT309
YKL173W	SNU114
YEL026W	SNU13
YDL098C	SNU23
YDR240C	SNU56
YOR308C	SNU66
YGR013W	SNU71
YOR357C	SNX3
YJL036W	SNX4
YDR425W	SNX41
YMR096W	SNZ1
YNL333W	SNZ2
YFL059W	SNZ3
YJR104C	SOD1
YHR008C	SOD2
tE(UUC)G1	SOE1
YLL011W	SOF1
YOR353C	SOG2
YGL127C	SOH1
YDR006C	SOK1
YMR016C	SOK2
YNR034W	SOL1
YCR073W-A	SOL2
YHR163W	SOL3
YGR248W	SOL4
YEL059C-A	SOM1
YJL192C	SOP4
YJR159W	SOR1
YDL246C	SOR2
YMR066W	SOV1
YLL021W	SPA2
YCL054W	SPB1
YFL002C	SPB4
YJR010C-A	SPC1
YGL093W	SPC105
YDR356W	SPC110
YDR201W	SPC19
YML055W	SPC2
YMR117C	SPC24
YER018C	SPC25
YPL124W	SPC29
YLR066W	SPC3
YKR037C	SPC34
YKL042W	SPC42
YAL047C	SPC72
YHR172W	SPC97
YNL126W	SPC98
YKL184W	SPE1
YOL052C	SPE2
YPR069C	SPE3
YLR146C	SPE4
YEL031W	SPF1
YGR236C	SPG1
YDR504C	SPG3
YMR107W	SPG4
YMR191W	SPG5
YLR313C	SPH1
YER150W	SPI1
YHR136C	SPL2
YPR133C	SPN1
YNL012W	SPO1
YHL022C	SPO11
YHR152W	SPO12
YHR014W	SPO13
YKR031C	SPO14
YHR153C	SPO16
YPL130W	SPO19
YMR017W	SPO20
YOL091W	SPO21
YIL073C	SPO22
YBR250W	SPO23
YAL009W	SPO7
YDR104C	SPO71
YER046W	SPO73
YGL170C	SPO74
YLL005C	SPO75
YLR341W	SPO77
YPL138C	SPP1
YOR148C	SPP2
YBR152W	SPP381
YLR424W	SPP382
YDR464W	SPP41
YOR190W	SPR1
YDR218C	SPR28
YGR059W	SPR3
YER115C	SPR6
YDR523C	SPS1
YHR139C	SPS100
YNL204C	SPS18
YNL202W	SPS19
YDR522C	SPS2
YCL048W	SPS22
YOR313C	SPS4
YJL127C	SPT10
YPL175W	SPT14
YER148W	SPT15
YGL207W	SPT16
YER161C	SPT2
YOL148C	SPT20
YMR179W	SPT21
YKL020C	SPT23
YDR392W	SPT3
YGR063C	SPT4
YML010W	SPT5
YGR116W	SPT6
YBR081C	SPT7
YLR055C	SPT8
YNL224C	SQS1
YIR012W	SQT1
YHR041C	SRB2
YER022W	SRB4
YGR104C	SRB5
YBR253W	SRB6
YDR308C	SRB7
YCR081W	SRB8
YML034W	SRC1
YCR018C	SRD1
YDL133W	SRF1
YOR247W	SRL1
YLR082C	SRL2
YKR091W	SRL3
YPL033C	SRL4
YGL097W	SRM1
YLR119W	SRN2
YPR032W	SRO7
YBL106C	SRO77
YCL037C	SRO9
YNL189W	SRP1
YDR292C	SRP101
YKL154W	SRP102
YDL092W	SRP14
YKL122C	SRP21
YKR092C	SRP40
YPR088C	SRP54
YPL243W	SRP68
YPL210C	SRP72
YJL092W	SRS2
YMR101C	SRT1
YNL138W	SRV2
YKL086W	SRX1
YKL218C	SRY1
YAL005C	SSA1
YLL024C	SSA2
YBL075C	SSA3
YER103W	SSA4
YDL229W	SSB1
YNL209W	SSB2
YJR045C	SSC1
YDR293C	SSD1
YPL106C	SSE1
YBR169C	SSE2
YHR066W	SSF1
YDR312W	SSF2
YBR283C	SSH1
YKL124W	SSH4
YLR006C	SSK1
YNR031C	SSK2
YCR073C	SSK22
YLR005W	SSL1
YIL143C	SSL2
YIL030C	SSM4
YDR443C	SSN2
YPL042C	SSN3
YNL025C	SSN8
YPL232W	SSO1
YMR183C	SSO2
YHR184W	SSP1
YLR250W	SSP120
YOR242C	SSP2
YLR369W	SSQ1
YDR086C	SSS1
YLR452C	SST2
YPL092W	SSU1
YNL222W	SSU72
YDR160W	SSY1
YJL156C	SSY5
YHR064C	SSZ1
YNL309W	STB1
YMR053C	STB2
YDR169C	STB3
YMR019W	STB4
YHR178W	STB5
YKL072W	STB6
YOR047C	STD1
YLR362W	STE11
YHR084W	STE12
YOR219C	STE13
YDR410C	STE14
YJR086W	STE18
YFL026W	STE2
YHL007C	STE20
YLR389C	STE23
YJR117W	STE24
YKL178C	STE3
YOR212W	STE4
YDR103W	STE5
YCL032W	STE50
YKL209C	STE6
YDL159W	STE7
YDL130W-A	STF1
YGR008C	STF2
YIL126W	STH1
YOR027W	STI1
YDR536W	STL1
YLR150W	STM1
YDR082W	STN1
YMR125W	STO1
YDR463W	STP1
YHR006W	STP2
YCL008C	STP22
YLR375W	STP3
YDL048C	STP4
YJR130C	STR2
YGL184C	STR3
YIR011C	STS1
YGL022W	STT3
YLR305C	STT4
YBL034C	STU1
YLR045C	STU2
YMR054W	STV1
YGL169W	SUA5
YPR086W	SUA7
YMR039C	SUB1
YDL084W	SUB2
YIL162W	SUC2
SUC6	SUC4
YPR151C	SUE1
tG(UCC)O	SUF1
tP(AGG)N	SUF10
tP(UGG)O2	SUF11
tG(GCC)C	SUF16
tG(GCC)O2	SUF17
tP(AGG)C	SUF2
tG(GCC)F1	SUF20
tG(CCC)D	SUF3
tG(UCC)G	SUF4
tG(CCC)O	SUF5
tG(UCC)N	SUF6
tP(UGG)M	SUF7
tP(UGG)H	SUF8
tP(UGG)F	SUF9
YNL244C	SUI1
YJR007W	SUI2
YPL237W	SUI3
YBR294W	SUL1
YLR092W	SUL2
YDR310C	SUM1
YNL066W	SUN4
tY(GUA)F1	SUP11
tS(UGA)P	SUP16
tS(UGA)I	SUP17
tS(UGA)E	SUP19
tY(GUA)D	SUP2
tY(GUA)O	SUP3
YDR172W	SUP35
tY(GUA)J2	SUP4
YBR143C	SUP45
tY(GUA)M1	SUP5
tL(UAA)J	SUP51
tL(CAA)C	SUP53
tL(CAA)G2	SUP54
tL(CAA)A	SUP56
tY(GUA)F2	SUP6
tS(CGA)C	SUP61
tY(GUA)J1	SUP7
tY(GUA)M2	SUP8
YPL057C	SUR1
YDR297W	SUR2
YLR372W	SUR4
YML052W	SUR7
YBR111W-A	SUS1
YGL162W	SUT1
YPR009W	SUT2
YPL029W	SUV3
YDR346C	SVF1
YPL032C	SVL3
YHR181W	SVP26
YPL163C	SVS1
YDR320C	SWA2
YAL011W	SWC3
YGR002C	SWC4
YBR231C	SWC5
YLR385C	SWC7
YAR003W	SWD1
YKL018W	SWD2
YBR175W	SWD3
YJL187C	SWE1
YDR126W	SWF1
YAR042W	SWH1
YPL016W	SWI1
YJL176C	SWI3
YER111C	SWI4
YDR146C	SWI5
YLR182W	SWI6
YDR260C	SWM1
YNR004W	SWM2
YMR149W	SWP1
YFL049W	SWP82
YDR334W	SWR1
YNL081C	SWS2
YOR166C	SWT1
YNL187W	SWT21
YDR395W	SXM1
YOR179C	SYC1
YDR416W	SYF1
YGR129W	SYF2
YIL047C	SYG1
YPL105C	SYH1
YLR251W	SYM1
YAL014C	SYN8
YDL063C	SYO1
YCR030C	SYP1
YJL004C	SYS1
YPR095C	SYT1
YGL243W	TAD1
YJL035C	TAD2
YLR316C	TAD3
YBR261C	TAE1
YPL009C	TAE2
YGR274C	TAF1
YDR167W	TAF10
YML015C	TAF11
YDR145W	TAF12
YML098W	TAF13
YPL129W	TAF14
YCR042C	TAF2
YPL011C	TAF3
YMR005W	TAF4
YBR198C	TAF5
YGL112C	TAF6
YMR227C	TAF7
YML114C	TAF8
YMR236W	TAF9
YCR060W	TAH1
YJR046W	TAH11
YPR048W	TAH18
YLR354C	TAL1
YGR046W	TAM41
YGL232W	TAN1
YIL129C	TAO3
YMR028W	TAP42
YLR154W-C	TAR1
YBR069C	TAT1
YOL020W	TAT2
YJL083W	TAX4
YPR140W	TAZ1
YPL128C	TBF1
YBR150C	TBS1
YEL048C	TCA17
YOR086C	TCB1
YNL087W	TCB2
YML072C	TCB3
YBR044C	TCM62
YPL180W	TCO89
YDR212W	TCP1
YMR291W	TDA1
YGR205W	TDA10
YHR159W	TDA11
YER071C	TDA2
YHR009C	TDA3
YJR116W	TDA4
YLR426W	TDA5
YPR157W	TDA6
YNL176C	TDA7
YAL064C-A	TDA8
YML081W	TDA9
YJL052W	TDH1
YJR009C	TDH2
YGR192C	TDH3
YBR223C	TDP1
YOR337W	TEA1
YBR083W	TEC1
YIL039W	TED1
YPR080W	TEF1
YBR118W	TEF2
YKL081W	TEF4
YBL088C	TEL1
YGR099W	TEL2
YML064C	TEM1
YLR010C	TEN1
YNL128W	TEP1
YJR019C	TES1
YNL253W	TEX1
YKL028W	TFA1
YKR062W	TFA2
YDR311W	TFB1
YPL122C	TFB2
YDR460W	TFB3
YPR056W	TFB4
YDR079C-A	TFB5
YOR352W	TFB6
YBR123C	TFC1
YAL001C	TFC3
YGR047C	TFC4
YDR362C	TFC6
YOR110W	TFC7
YPL007C	TFC8
YGR186W	TFG1
YGR005C	TFG2
YLR178C	TFS1
YKL140W	TGL1
YDR058C	TGL2
YMR313C	TGL3
YKR089C	TGL4
YOR081C	TGL5
YPL157W	TGS1
YGR024C	THG1
YJR156C	THI11
YNL332W	THI12
YDL244W	THI13
YBR240C	THI2
YOL055C	THI20
YPL258C	THI21
YPR121W	THI22
YDL080C	THI3
YGR144W	THI4
YFL058W	THI5
YPL214C	THI6
YLR237W	THI7
YOR192C	THI72
YLR004C	THI73
YDR438W	THI74
YOR143C	THI80
YER063W	THO1
YNL139C	THO2
YOL072W	THP1
YHR167W	THP2
YPR045C	THP3
YHR025W	THR1
YCR053W	THR4
YIL078W	THS1
YIL144W	TID3
YKR059W	TIF1
YMR260C	TIF11
YJL138C	TIF2
YPR163C	TIF3
YMR146C	TIF34
YDR429C	TIF35
YGR162W	TIF4631
YGL049C	TIF4632
YPR041W	TIF5
YPR016C	TIF6
YHR005C-A	TIM10
YDR322C-A	TIM11
YBR091C	TIM12
YGR181W	TIM13
YJL143W	TIM17
YOR297C	TIM18
YGR033C	TIM21
YDL217C	TIM22
YNR017W	TIM23
YIL022W	TIM44
YPL063W	TIM50
YJL054W	TIM54
YJR135W-A	TIM8
YEL020W-A	TIM9
YBR067C	TIP1
YGL145W	TIP20
YPR040W	TIP41
YER011W	TIR1
YOR010C	TIR2
YIL011W	TIR3
YOR009W	TIR4
YLR136C	TIS11
YPR074C	TKL1
YBR117C	TKL2
TER1	TLC1
YDR468C	TLG1
YOL018C	TLG2
YLR327C	TMA10
YIL137C	TMA108
YOR252W	TMA16
YDL110C	TMA17
YKL056C	TMA19
YER007C-A	TMA20
YJR014W	TMA22
YMR269W	TMA23
YOR091W	TMA46
YDR117C	TMA64
YLR262C-A	TMA7
YDR107C	TMN2
YER113C	TMN3
YDR105C	TMS1
YER175C	TMT1
YGR260W	TNA1
YOR194C	TOA1
YKL058W	TOA2
YBL054W	TOD6
YNL273W	TOF1
YKR010C	TOF2
YJL093C	TOK1
YDR457W	TOM1
YGR082W	TOM20
YNL131W	TOM22
YMR203W	TOM40
YPR133W-A	TOM5
YOR045W	TOM6
YNL070W	TOM7
YNL121C	TOM70
YHR117W	TOM71
YOL006C	TOP1
YNL088W	TOP2
YLR234W	TOP3
YJR066W	TOR1
YKL203C	TOR2
YBR162C	TOS1
YGR221C	TOS2
YGL179C	TOS3
YLR183C	TOS4
YNL300W	TOS6
YGL096W	TOS8
YER049W	TPA1
YGR096W	TPC1
YAL016W	TPD3
YDR050C	TPI1
YJL164C	TPK1
YPL203W	TPK2
YKL166C	TPK3
YNL079C	TPM1
YIL138C	TPM2
YGL186C	TPN1
YLL028W	TPO1
YGR138C	TPO2
YPR156C	TPO3
YOR273C	TPO4
YKL174C	TPO5
YMR156C	TPP1
YBR126C	TPS1
YDR074W	TPS2
YMR261C	TPS3
YOL102C	TPT1
YHR099W	TRA1
YPL176C	TRE1
YOR256C	TRE2
YNL299W	TRF5
YMR233W	TRI1
YJL129C	TRK1
YKR050W	TRK2
YJL087C	TRL1
YDR120C	TRM1
YOL093W	TRM10
YOL124C	TRM11
YNR046W	TRM112
YML005W	TRM12
YOL125W	TRM13
YKR056W	TRM2
YDL112W	TRM3
YPL030W	TRM44
YHR070W	TRM5
YBR061C	TRM7
YMR259C	TRM732
YDL201W	TRM8
YDR165W	TRM82
YML014W	TRM9
tP(UGG)A	TRN1
YDR007W	TRP1
YER090W	TRP2
YKL211C	TRP3
YDR354W	TRP4
YGL026C	TRP5
YDR353W	TRR1
YHR106W	TRR2
tR(CCG)L	TRR4
YDR407C	TRS120
YMR218C	TRS130
YBR254C	TRS20
YDR246W	TRS23
YDR472W	TRS31
YOR115C	TRS33
YGR166W	TRS65
YDR108W	TRS85
tT(CGU)K	TRT2
YLR043C	TRX1
YGR209C	TRX2
YCR083W	TRX3
YKR079C	TRZ1
YML028W	TSA1
YDR453C	TSA2
YBR265W	TSC10
YER093C	TSC11
YDL015C	TSC13
YBR058C-A	TSC3
YML100W	TSL1
YDL060W	TSR1
YLR435W	TSR2
YOR006C	TSR3
YOL022C	TSR4
YKL033W	TTI1
YJR136C	TTI2
YML085C	TUB1
YFL037W	TUB2
YML124C	TUB3
YLR212C	TUB4
YOR187W	TUF1
YKL034W	TUL1
YOR251C	TUM1
YCR084C	TUP1
YLR425W	TUS1
YDR100W	TVP15
YMR071C	TVP18
YDR084C	TVP23
YKR088C	TVP38
YGR080W	TWF1
YOR344C	TYE7
YBR166C	TYR1
YGR185C	TYS1
YPL207W	TYW1
YGL050W	TYW3
YOR295W	UAF30
YKL210W	UBA1
YDR390C	UBA2
YPR066W	UBA3
YHR111W	UBA4
YDR177W	UBC1
YOR339C	UBC11
YLR306W	UBC12
YDR092W	UBC13
YBR082C	UBC4
YDR059C	UBC5
YER100W	UBC6
YMR022W	UBC7
YEL012W	UBC8
YDL064W	UBC9
YLL039C	UBI4
YDL122W	UBP1
YNL186W	UBP10
YKR098C	UBP11
YJL197W	UBP12
YBL067C	UBP13
YBR058C	UBP14
YMR304W	UBP15
YPL072W	UBP16
YOR124C	UBP2
YER151C	UBP3
YER144C	UBP5
YFR010W	UBP6
YIL156W	UBP7
YMR223W	UBP8
YER098W	UBP9
YGR184C	UBR1
YLR024C	UBR2
YBR165W	UBS1
YML013W	UBX2
YDL091C	UBX3
YMR067C	UBX4
YDR330W	UBX5
YJL048C	UBX6
YBR273C	UBX7
YGR048W	UFD1
YDL190C	UFD2
YKL010C	UFD4
YOR075W	UFE1
YML088W	UFO1
YGR019W	UGA1
YBR006W	UGA2
YDL170W	UGA3
YDL210W	UGA4
YDR470C	UGO1
YKL035W	UGP1
YDL169C	UGX2
YAR027W	UIP3
YPL186C	UIP4
YKR044W	UIP5
YPL003W	ULA1
YFR026C	ULI1
YPL020C	ULP1
YIL031W	ULP2
YOR191W	ULS1
YPL139C	UME1
YDR207C	UME6
YBR173C	UMP1
YML021C	UNG1
YDR213W	UPC2
YGR072W	UPF3
YLR193C	UPS1
YLR168C	UPS2
YDR185C	UPS3
YKL216W	URA1
YMR271C	URA10
YJL130C	URA2
YEL021W	URA3
YLR420W	URA4
YML106W	URA5
YKL024C	URA6
YBL039C	URA7
YJR103W	URA8
YKL014C	URB1
YJR041C	URB2
YDR520C	URC2
YNL229C	URE2
YDR400W	URH1
YNR012W	URK1
YIL008W	URM1
YPR152C	URN1
YML029W	USA1
YLR132C	USB1
YGL098W	USE1
YDL058W	USO1
YPL230W	USV1
YKR042W	UTH1
YJL109C	UTP10
YKL099C	UTP11
YLR222C	UTP13
YML093W	UTP14
YMR093W	UTP15
YJL069C	UTP18
YBL004W	UTP20
YLR409C	UTP21
YGR090W	UTP22
YOR004W	UTP23
YIL091C	UTP25
YKR060W	UTP30
YDR324C	UTP4
YDR398W	UTP5
YDR449C	UTP6
YER082C	UTP7
YGR128C	UTP8
YHR196W	UTP9
YJR049C	UTR1
YEL040W	UTR2
YEL038W	UTR4
YEL035C	UTR5
YEL005C	VAB2
YLR386W	VAC14
YCL063W	VAC17
YNL054W	VAC7
YEL013W	VAC8
YOR068C	VAM10
YOR106W	VAM3
YDL077C	VAM6
YGL212W	VAM7
YML115C	VAN1
Q0140	VAR1
YGR094W	VAS1
YMR088C	VBA1
YBR293W	VBA2
YCL069W	VBA3
YDR119W	VBA4
YKR105C	VBA5
YDL128W	VCX1
YGL258W	VEL1
YER128W	VFA1
YBR235W	VHC1
YIL056W	VHR1
YER064C	VHR2
YDR247W	VHS1
YIL135C	VHS2
YOR054C	VHS3
YGR065C	VHT1
YLR373C	VID22
YBR105C	VID24
YNL212W	VID27
YIL017C	VID28
YGL227W	VID30
YPL253C	VIK1
YLR410W	VIP1
YDL185W	VMA1
YHR039C-A	VMA10
YPL234C	VMA11
YPR036W	VMA13
YHR026W	VMA16
YBR127C	VMA2
YGR105W	VMA21
YHR060W	VMA22
YEL027W	VMA3
YOR332W	VMA4
YKL080W	VMA5
YLR447C	VMA6
YGR020C	VMA7
YEL051W	VMA8
YCL005W-A	VMA9
YHL035C	VMR1
YDR049W	VMS1
YNL321W	VNX1
YGR106C	VOA1
YOR270C	VPH1
YKL119C	VPH2
YKR001C	VPS1
YLL040C	VPS13
YBR097W	VPS15
YPL045W	VPS16
YOR132W	VPS17
YMR077C	VPS20
YOR089C	VPS21
YKL041W	VPS24
YJR102C	VPS25
YNR006W	VPS27
YPL065W	VPS28
YHR012W	VPS29
YDR495C	VPS3
YPL120W	VPS30
YLR396C	VPS33
YLR240W	VPS34
YJL154C	VPS35
YLR417W	VPS36
YLR360W	VPS38
YPR173C	VPS4
YDR080W	VPS41
YGL095C	VPS45
YOR069W	VPS5
YKR020W	VPS51
YDR484W	VPS52
YJL029C	VPS53
YDR027C	VPS54
YJR044C	VPS55
YDR486C	VPS60
YGR141W	VPS62
YDR200C	VPS64
YOL129W	VPS68
YJR126C	VPS70
YML041C	VPS71
YDR485C	VPS72
YGL104C	VPS73
YDR372C	VPS74
YNL246W	VPS75
YAL002W	VPS8
YML097C	VPS9
YGL225W	VRG4
YLR337C	VRP1
YLR181C	VTA1
YER072W	VTC1
YFL004W	VTC2
YPL019C	VTC3
YJL012C	VTC4
YIL173W	VTH1
YJL222W	VTH2
YMR197C	VTI1
YOR359W	VTS1
YML076C	WAR1
YEL002C	WBP1
YOR043W	WHI2
YNL197C	WHI3
YDL224C	WHI4
YOR083W	WHI5
YDR374W-A	WIP1
YOL097C	WRS1
YNL283C	WSC2
YOL105C	WSC3
YHL028W	WSC4
YHR134W	WSS1
YOR230W	WTM1
YOR229W	WTM2
YFL010C	WWM1
YIL101C	XBP1
YLR090W	XDJ1
YGR194C	XKS1
YJR133W	XPT1
YGL173C	XRN1
YDR369C	XRS2
YLR070C	XYL2
YJR067C	YAE1
YNL107W	YAF9
YPL252C	YAH1
YJL141C	YAK1
YML007W	YAP1
YHR161C	YAP1801
YGR241C	YAP1802
YHL009C	YAP3
YIR018W	YAP5
YDR259C	YAP6
YOL028C	YAP7
YPL239W	YAR1
YAR035W	YAT1
YER024W	YAT2
YBR216C	YBP1
YGL060W	YBP2
YLL048C	YBT1
YDR135C	YCF1
YDR325W	YCG1
YGR203W	YCH1
YHR135C	YCK1
YNL154C	YCK2
YER123W	YCK3
YCR004C	YCP4
YLR272C	YCS4
YLL055W	YCT1
YPL087W	YDC1
YNL064C	YDJ1
YEL004W	YEA4
YEL006W	YEA6
YEL041W	YEF1
YLR249W	YEF3
YLL012W	YEH1
YLR020C	YEH2
YBL060W	YEL1
YER041W	YEN1
YKL065C	YET1
YMR040W	YET2
YDL072C	YET3
YDL120W	YFH1
YFR007W	YFH7
YDR319C	YFT2
YOL128C	YGK3
YNL160W	YGP1
YGR234W	YHB1
YLR298C	YHC1
YJL059W	YHC3
YHR029C	YHI9
YHR048W	YHK8
YMR241W	YHM2
YDR451C	YHP1
YIL006W	YIA6
YNL263C	YIF1
YPL201C	YIG1
YCR059C	YIH1
YMR152W	YIM1
YGR172C	YIP1
YNL044W	YIP3
YGL198W	YIP4
YGL161C	YIP5
YKL095W	YJU2
YKL094W	YJU3
YLR200W	YKE2
YIL023C	YKE4
YKL196C	YKT6
YMR284W	YKU70
YMR106C	YKU80
YHL014C	YLF2
YPR125W	YLH47
YPR058W	YMC1
YBR104W	YMC2
YML038C	YMD8
YPR024W	YME1
YMR302C	YME2
YML025C	YML6
YJR110W	YMR1
YFR049W	YMR31
YER005W	YND1
YOR064C	YNG1
YHR090C	YNG2
YKL067W	YNK1
YPR028W	YOP1
YGR281W	YOR1
YER074W-A	YOS1
YDR057W	YOS9
YML027W	YOX1
YBR183W	YPC1
YDL235C	YPD1
YFR003C	YPI1
YKL126W	YPK1
YMR104C	YPK2
YBR028C	YPK3
YOR291W	YPK9
YGR198W	YPP1
YOL092W	YPQ1
YDR352W	YPQ2
YDR368W	YPR1
YLR120C	YPS1
YLR121C	YPS3
YGL259W	YPS5
YIR039C	YPS6
YDR349C	YPS7
YFL038C	YPT1
YBR264C	YPT10
YNL304W	YPT11
YER031C	YPT31
YGL210W	YPT32
YHR105W	YPT35
YKR014C	YPT52
YNL093W	YPT53
YLR262C	YPT6
YML001W	YPT7
YDR381W	YRA1
YKL214C	YRA2
YDR002W	YRB1
YIL063C	YRB2
YGL164C	YRB30
YDR545W	YRF1-1
YER190W	YRF1-2
YGR296W	YRF1-3
YLR466W	YRF1-4
YLR467W	YRF1-5
YNL339C	YRF1-6
YPL283C	YRF1-7
YOR396W	YRF1-8
YOR172W	YRM1
YBR054W	YRO2
YOR162C	YRR1
YBR111C	YSA1
YHR017W	YSC83
YHR016C	YSC84
YNL138W-A	YSF3
YLR277C	YSH1
YHR155W	YSP1
YDR326C	YSP2
YOR003W	YSP3
YKR053C	YSR3
YBR148W	YSW1
YBR162W-A	YSY6
YMR089C	YTA12
YPL074W	YTA6
