YNL171C	0
YMR095C	SNO1
YNL334C	SNO2
YMR322C	SNO4
YDR011W	SNQ2
YCR033W	SNT1
YGL131C	SNT2
YOR308C	SNU66
YOR357C	SNX3
YJL036W	SNX4
YDR425W	SNX41
YMR096W	SNZ1
YNL333W	SNZ2
YHR008C	SOD2
YGL127C	SOH1
YDR006C	SOK1
YMR016C	SOK2
YNR034W	SOL1
YCR073W-A	SOL2
YHR163W	SOL3
YGR248W	SOL4
YJL192C	SOP4
YBR194W	SOY1
YLL021W	SPA2
YJR010C-A	SPC1
YML055W	SPC2
YKL184W	SPE1
YOL052C	SPE2
YPR069C	SPE3
YLR146C	SPE4
YEL031W	SPF1
YGR236C	SPG1
YDR504C	SPG3
YMR107W	SPG4
YMR191W	SPG5
YLR313C	SPH1
YER150W	SPI1
YHR136C	SPL2
YNL012W	SPO1
YHL022C	SPO11
YHR152W	SPO12
YHR014W	SPO13
YKR031C	SPO14
YHR153C	SPO16
YPL130W	SPO19
YMR017W	SPO20
YOL091W	SPO21
YIL073C	SPO22
YDR104C	SPO71
YER046W	SPO73
YGL170C	SPO74
YLL005C	SPO75
YLR341W	SPO77
YPL138C	SPP1
YOR190W	SPR1
YDR218C	SPR28
YGR059W	SPR3
YER115C	SPR6
YHR139C	SPS100
YNL204C	SPS18
YNL202W	SPS19
YDR522C	SPS2
YCL048W	SPS22
YOR313C	SPS4
YER161C	SPT2
YMR179W	SPT21
YKL020C	SPT23
YDR392W	SPT3
YLR055C	SPT8
YNL224C	SQS1
YHR041C	SRB2
YCR081W	SRB8
YML034W	SRC1
YDL023C	SRF4
YOR041C	SRF5
YNL179C	SRF6
YOR247W	SRL1
YLR082C	SRL2
YKR091W	SRL3
YLR119W	SRN2
YPR032W	SRO7
YBL106C	SRO77
YCL037C	SRO9
YKR092C	SRP40
YMR101C	SRT1
YKL086W	SRX1
YKL218C	SRY1
YAL005C	SSA1
YLL024C	SSA2
YBL075C	SSA3
YDL229W	SSB1
YDR293C	SSD1
YPL106C	SSE1
YBR169C	SSE2
YHR066W	SSF1
YDR312W	SSF2
YBR283C	SSH1
YKL124W	SSH4
YLR006C	SSK1
YNR031C	SSK2
YCR073C	SSK22
YIL030C	SSM4
YPL232W	SSO1
YMR183C	SSO2
YHR184W	SSP1
YLR250W	SSP120
YOR242C	SSP2
YLR452C	SST2
YPL092W	SSU1
YNL309W	STB1
YMR053C	STB2
YDR169C	STB3
YMR019W	STB4
YHR178W	STB5
YKL072W	STB6
YOR047C	STD1
YOR047C	STD1
YOR047C	STD1
YOR047C	STD1
YOR047C	STD1
YOR047C	STD1
YOR047C	STD1
YLR362W	STE11
YOR219C	STE13
YDR410C	STE14
YFL026W	STE2
YHL007C	STE20
YLR389C	STE23
YJR117W	STE24
YKL178C	STE3
YOR212W	STE4
YDR103W	STE5
YCL032W	STE50
YDL159W	STE7
YDL130W-A	STF1
YGR008C	STF2
YOR027W	STI1
YDR536W	STL1
YLR150W	STM1
YDR463W	STP1
YHR006W	STP2
YLR375W	STP3
YDL048C	STP4
YJR130C	STR2
YMR054W	STV1
YMR039C	SUB1
YIL162W	SUC2
YPR151C	SUE1
YBR294W	SUL1
YLR092W	SUL2
YDR310C	SUM1
YNL066W	SUN4
YPL057C	SUR1
YDR297W	SUR2
YLR372W	SUR4
YML052W	SUR7
YGL162W	SUT1
YPR009W	SUT2
YDR346C	SVF1
YPL032C	SVL3
YHR181W	SVP26
YPL163C	SVS1
YDR320C	SWA2
YAL011W	SWC3
YBR231C	SWC5
YLR385C	SWC7
YAR003W	SWD1
YBR175W	SWD3
YJL187C	SWE1
YDR126W	SWF1
YAR042W	SWH1
YJL176C	SWI3
YER111C	SWI4
YDR146C	SWI5
YLR182W	SWI6
YDR260C	SWM1
YFL049W	SWP82
YDR334W	SWR1
YNL081C	SWS2
YOR166C	SWT1
YDR395W	SXM1
YOR179C	SYC1
YGR129W	SYF2
YIL047C	SYG1
YLR251W	SYM1
YAL014C	SYN8
YCR030C	SYP1
YJL004C	SYS1
YPR095C	SYT1
YGL243W	TAD1
YCR060W	TAH1
YLR354C	TAL1
YGL232W	TAN1
YBR069C	TAT1
YOL020W	TAT2
YJL083W	TAX4
YPR140W	TAZ1
YBR150C	TBS1
YOR086C	TCB1
YNL087W	TCB2
YML072C	TCB3
YBR044C	TCM62
YPL180W	TCO89
YJR009C	TDH2
YGR192C	TDH3
YBR223C	TDP1
YOR337W	TEA1
YBR083W	TEC1
YBR118W	TEF2
YKL081W	TEF4
YBL088C	TEL1
YNL128W	TEP1
YJR019C	TES1
YNL253W	TEX1
YDL185W	TFP1
YLR178C	TFS1
YKL140W	TGL1
YDR058C	TGL2
YMR313C	TGL3
YKR089C	TGL4
YOR081C	TGL5
YPL157W	TGS1
YNL332W	THI12
YBR240C	THI2
YOL055C	THI20
YPL258C	THI21
YPR121W	THI22
YDL080C	THI3
YGR144W	THI4
YPL214C	THI6
YLR237W	THI7
YOR071C	THI71
YOR192C	THI72
YLR004C	THI73
YDR438W	THI74
YER063W	THO1
YHR167W	THP2
YHR025W	THR1
YCR053W	THR4
YKR059W	TIF1
YJL138C	TIF2
YGL049C	TIF4632
YGR181W	TIM13
YOR297C	TIM18
YGR033C	TIM21
YBR067C	TIP1
YPR040W	TIP41
YER011W	TIR1
YOR010C	TIR2
YIL011W	TIR3
YOR009W	TIR4
YLR136C	TIS11
YPR074C	TKL1
YOL018C	TLG2
YLR327C	TMA10
YIL137C	TMA108
YOR252W	TMA16
YDL110C	TMA17
YKL056C	TMA19
YER007C-A	TMA20
YJR014W	TMA22
YMR269W	TMA23
YMR226C	TMA29
YOR091W	TMA46
YDR117C	TMA64
YLR262C-A	TMA7
YDR105C	TMS1
YER175C	TMT1
YGR260W	TNA1
YNL273W	TOF1
YKR010C	TOF2
YJL093C	TOK1
YOR045W	TOM6
YNL070W	TOM7
YNL121C	TOM70
YHR117W	TOM71
YOL006C	TOP1
YLR234W	TOP3
YJR066W	TOR1
YBR162C	TOS1
YGR221C	TOS2
YGL179C	TOS3
YGL179C	TOS3
YGL179C	TOS3
YGL179C	TOS3
YGL179C	TOS3
YGL179C	TOS3
YGL179C	TOS3
YLR183C	TOS4
YGL096W	TOS8
YER049W	TPA1
YGR096W	TPC1
YJL164C	TPK1
YPL203W	TPK2
YKL166C	TPK3
YNL079C	TPM1
YIL138C	TPM2
YLL028W	TPO1
YGR138C	TPO2
YPR156C	TPO3
YOR273C	TPO4
YKL174C	TPO5
YMR156C	TPP1
YBR126C	TPS1
YDR074W	TPS2
YMR261C	TPS3
YPL176C	TRE1
YNL299W	TRF5
YKR050W	TRK2
YDR120C	TRM1
YOL093W	TRM10
YOL124C	TRM11
YML005W	TRM12
YKR056W	TRM2
YDL112W	TRM3
YPL030W	TRM44
YBR061C	TRM7
YBR061C	TRM7
YDL201W	TRM8
YDR165W	TRM82
YDR007W	TRP1
YER090W	TRP2
YKL211C	TRP3
YDR354W	TRP4
YGL026C	TRP5
YHR106W	TRR2
YOR115C	TRS33
YLR043C	TRX1
YGR209C	TRX2
YCR083W	TRX3
YML028W	TSA1
YML028W	TSA1
YML028W	TSA1
YML028W	TSA1
YML028W	TSA1
YML028W	TSA1
YML028W	TSA1
YDR453C	TSA2
YML100W	TSL1
YLR435W	TSR2
YML124C	TUB3
YKL034W	TUL1
YLR425W	TUS1
YDR100W	TVP15
YDR084C	TVP23
YKR088C	TVP38
YGR080W	TWF1
YOR344C	TYE7
YBR166C	TYR1
YPL207W	TYW1
YGL050W	TYW3
YPR066W	UBA3
YHR111W	UBA4
YOR339C	UBC11
YLR306W	UBC12
YDR092W	UBC13
YBR082C	UBC4
YBR082C	UBC4
YDR059C	UBC5
YEL012W	UBC8
YLL039C	UBI4
YDL122W	UBP1
YKR098C	UBP11
YJL197W	UBP12
YBL067C	UBP13
YBR058C	UBP14
YMR304W	UBP15
YPL072W	UBP16
YOR124C	UBP2
YER151C	UBP3
YER144C	UBP5
YFR010W	UBP6
YIL156W	UBP7
YMR223W	UBP8
YER098W	UBP9
YGR184C	UBR1
YLR024C	UBR2
YBR165W	UBS1
YBR165W	UBS1
YDL091C	UBX3
YMR067C	UBX4
YDR330W	UBX5
YJL048C	UBX6
YBR273C	UBX7
YDL190C	UFD2
YKL010C	UFD4
YGR019W	UGA1
YBR006W	UGA2
YDL170W	UGA3
YDL210W	UGA4
YDL169C	UGX2
YAR027W	UIP3
YPL186C	UIP4
YKR044W	UIP5
YPL003W	ULA1
YPL139C	UME1
YDR207C	UME6
YML021C	UNG1
YDR213W	UPC2
YGR072W	UPF3
YLR193C	UPS1
YKL216W	URA1
YMR271C	URA10
YJL130C	URA2
YLR420W	URA4
YML106W	URA5
YBL039C	URA7
YJR103W	URA8
YNL229C	URE2
YDR400W	URH1
YNR012W	URK1
YIL008W	URM1
YPR152C	URN1
YML029W	USA1
YKR042W	UTH1
YKR060W	UTP30
YJR049C	UTR1
YEL040W	UTR2
YEL038W	UTR4
YEL005C	VAB2
YLR386W	VAC14
YCL063W	VAC17
YNL054W	VAC7
YEL013W	VAC8
YOR068C	VAM10
YOR106W	VAM3
YDL077C	VAM6
YGL212W	VAM7
YMR088C	VBA1
YBR293W	VBA2
YCL069W	VBA3
YDL128W	VCX1
YGL258W	VEL1
YIL056W	VHR1
YDR247W	VHS1
YIL135C	VHS2
YOR054C	VHS3
YDR359C	VID21
YLR373C	VID22
YBR105C	VID24
YNL212W	VID27
YIL017C	VID28
YGL227W	VID30
YPL253C	VIK1
YLR410W	VIP1
YGR105W	VMA21
YHL035C	VMR1
YOR270C	VPH1
YKR001C	VPS1
YLL040C	VPS13
YOR132W	VPS17
YOR089C	VPS21
YKL041W	VPS24
YNR006W	VPS27
YHR012W	VPS29
YPL120W	VPS30
YJL154C	VPS35
YLR360W	VPS38
YPR173C	VPS4
YDR080W	VPS41
YOR069W	VPS5
YKR020W	VPS51
YJL029C	VPS53
YJR044C	VPS55
YDR486C	VPS60
YGR141W	VPS62
YOL129W	VPS68
YJR126C	VPS70
YML041C	VPS71
YDR485C	VPS72
YGL104C	VPS73
YDR372C	VPS74
YNL246W	VPS75
YAL002W	VPS8
YML097C	VPS9
YLR337C	VRP1
YLR181C	VTA1
YER072W	VTC1
YFL004W	VTC2
YPL019C	VTC3
YJL012C	VTC4
YIL173W	VTH1
YOR359W	VTS1
YML076C	WAR1
YOR043W	WHI2
YNL197C	WHI3
YDL224C	WHI4
YOR083W	WHI5
YNL283C	WSC2
YOL105C	WSC3
YHL028W	WSC4
YOR220W	WSP1
YHR134W	WSS1
YOR230W	WTM1
YOR229W	WTM2
YFL010C	WWM1
YIL101C	XBP1
YLR090W	XDJ1
YGR194C	XKS1
YJR133W	XPT1
YDR369C	XRS2
YLR070C	XYL2
YNL107W	YAF9
YJL141C	YAK1
YAL004W	YAL004W
YAL018C	YAL018C
YAL027W	YAL027W
YAL037W	YAL037W
YAL043C-A	YAL043C-A
YAL045C	YAL045C
YAL046C	YAL046C
YAL049C	YAL049C
YAL058C-A	YAL058C-A
YAL061W	YAL061W
YAL064C-A	YAL064C-A
YAL065C	YAL065C
YAL066W	YAL066W
YML007W	YAP1
YHR161C	YAP1801
YGR241C	YAP1802
YHL009C	YAP3
YIR018W	YAP5
YDR259C	YAP6
YOL028C	YAP7
YAR023C	YAR023C
YAR028W	YAR028W
YAR029W	YAR029W
YAR030C	YAR030C
YAR037W	YAR037W
YAR040C	YAR040C
YAR043C	YAR043C
YAR047C	YAR047C
YPL239W	YAR1
YAR035W	YAT1
YER024W	YAT2
YBL010C	YBL010C
YBL028C	YBL028C
YBL029W	YBL029W
YBL036C	YBL036C
YBL048W	YBL048W
YBL053W	YBL053W
YBL054W	YBL054W
YBL055C	YBL055C
YBL059W	YBL059W
YBL060W	YBL060W
YBL062W	YBL062W
YBL065W	YBL065W
YBL070C	YBL070C
YBL071C	YBL071C
YBL081W	YBL081W
YBL083C	YBL083C
YBL086C	YBL086C
YBL094C	YBL094C
YBL095W	YBL095W
YBL096C	YBL096C
YBL100C	YBL100C
YBL104C	YBL104C
YBL107C	YBL107C
YBR216C	YBP1
YGL060W	YBP2
YBR012C	YBR012C
YBR013C	YBR013C
YBR014C	YBR014C
YBR016W	YBR016W
YBR025C	YBR025C
YBR027C	YBR027C
YBR028C	YBR028C
YBR028C	YBR028C
YBR028C	YBR028C
YBR028C	YBR028C
YBR028C	YBR028C
YBR028C	YBR028C
YBR028C	YBR028C
YBR030W	YBR030W
YBR032W	YBR032W
YBR042C	YBR042C
YBR051W	YBR051W
YBR053C	YBR053C
YBR056W	YBR056W
YBR062C	YBR062C
YBR063C	YBR063C
YBR064W	YBR064W
YBR071W	YBR071W
YBR074W	YBR074W
YBR075W	YBR075W
YBR075W	YBR075W
YBR090C	YBR090C
YBR090C-A	YBR090C-A
YBR099C	YBR099C
YBR100W	YBR100W
YBR108W	YBR108W
YBR113W	YBR113W
YBR116C	YBR116C
YBR134W	YBR134W
YBR137W	YBR137W
YBR138C	YBR138C
YBR139W	YBR139W
YBR141C	YBR141C
YBR144C	YBR144C
YBR178W	YBR178W
YBR184W	YBR184W
YBR197C	YBR197C
YBR204C	YBR204C
YBR206W	YBR206W
YBR209W	YBR209W
YBR219C	YBR219C
YBR220C	YBR220C
YBR224W	YBR224W
YBR225W	YBR225W
YBR226C	YBR226C
YBR232C	YBR232C
YBR235W	YBR235W
YBR238C	YBR238C
YBR239C	YBR239C
YBR241C	YBR241C
YBR242W	YBR242W
YBR246W	YBR246W
YBR250W	YBR250W
YBR259W	YBR259W
YBR261C	YBR261C
YBR266C	YBR266C
YBR271W	YBR271W
YBR277C	YBR277C
YBR284W	YBR284W
YBR285W	YBR285W
YBR292C	YBR292C
YBR300C	YBR300C
YLL048C	YBT1
YDR135C	YCF1
YHR135C	YCK1
YNL154C	YCK2
YER123W	YCK3
YCL001W-A	YCL001W-A
YCL002C	YCL002C
YCL006C	YCL006C
YCL012W	YCL012W
YCL013W	YCL013W
YCL022C	YCL022C
YCL023C	YCL023C
YCL026C	YCL026C
YCL033C	YCL033C
YCL042W	YCL042W
YCL045C	YCL045C
YCL046W	YCL046W
YCL047C	YCL047C
YCL049C	YCL049C
YCL056C	YCL056C
YCL062W	YCL062W
YCL074W	YCL074W
YCL075W	YCL075W
YCL076W	YCL076W
YCR001W	YCR001W
YCR006C	YCR006C
YCR007C	YCR007C
YCR015C	YCR015C
YCR016W	YCR016W
YCR022C	YCR022C
YCR023C	YCR023C
YCR025C	YCR025C
YCR043C	YCR043C
YCR045C	YCR045C
YCR049C	YCR049C
YCR050C	YCR050C
YCR051W	YCR051W
YCR061W	YCR061W
YCR062W	YCR062W
YCR076C	YCR076C
YCR085W	YCR085W
YCR087W	YCR087W
YCR090C	YCR090C
YCR099C	YCR099C
YCR100C	YCR100C
YCR101C	YCR101C
YCR102C	YCR102C
YCR102W-A	YCR102W-A
YPL087W	YDC1
YNL064C	YDJ1
YDL010W	YDL010W
YDL011C	YDL011C
YDL012C	YDL012C
YDL012C	YDL012C
YDL012C	YDL012C
YDL012C	YDL012C
YDL012C	YDL012C
YDL012C	YDL012C
YDL012C	YDL012C
YDL025C	YDL025C
YDL026W	YDL026W
YDL027C	YDL027C
YDL034W	YDL034W
YDL038C	YDL038C
YDL041W	YDL041W
YDL050C	YDL050C
YDL062W	YDL062W
YDL071C	YDL071C
YDL086W	YDL086W
YDL089W	YDL089W
YDL094C	YDL094C
YDL096C	YDL096C
YDL109C	YDL109C
YDL109C	YDL109C
YDL109C	YDL109C
YDL109C	YDL109C
YDL109C	YDL109C
YDL109C	YDL109C
YDL109C	YDL109C
YDL114W	YDL114W
YDL118W	YDL118W
YDL119C	YDL119C
YDL121C	YDL121C
YDL124W	YDL124W
YDL129W	YDL129W
YDL133W	YDL133W
YDL134C-A	YDL134C-A
YDL144C	YDL144C
YDL156W	YDL156W
YDL157C	YDL157C
YDL162C	YDL162C
YDL172C	YDL172C
YDL173W	YDL173W
YDL176W	YDL176W
YDL177C	YDL177C
YDL180W	YDL180W
YDL183C	YDL183C
YDL186W	YDL186W
YDL187C	YDL187C
YDL199C	YDL199C
YDL206W	YDL206W
YDL211C	YDL211C
YDL218W	YDL218W
YDL233W	YDL233W
YDL237W	YDL237W
YDL241W	YDL241W
YDL242W	YDL242W
YDR008C	YDR008C
YDR010C	YDR010C
YDR015C	YDR015C
YDR018C	YDR018C
YDR020C	YDR020C
YDR026C	YDR026C
YDR029W	YDR029W
YDR042C	YDR042C
YDR048C	YDR048C
YDR049W	YDR049W
YDR051C	YDR051C
YDR056C	YDR056C
YDR061W	YDR061W
YDR063W	YDR063W
YDR066C	YDR066C
YDR089W	YDR089W
YDR090C	YDR090C
YDR094W	YDR094W
YDR095C	YDR095C
YDR102C	YDR102C
YDR107C	YDR107C
YDR109C	YDR109C
YDR112W	YDR112W
YDR119W	YDR119W
YDR124W	YDR124W
YDR131C	YDR131C
YDR132C	YDR132C
YDR133C	YDR133C
YDR134C	YDR134C
YDR149C	YDR149C
YDR154C	YDR154C
YDR157W	YDR157W
YDR161W	YDR161W
YDR179W-A	YDR179W-A
YDR185C	YDR185C
YDR186C	YDR186C
YDR193W	YDR193W
YDR199W	YDR199W
YDR203W	YDR203W
YDR209C	YDR209C
YDR210W	YDR210W
YDR215C	YDR215C
YDR220C	YDR220C
YDR222W	YDR222W
YDR239C	YDR239C
YDR248C	YDR248C
YDR249C	YDR249C
YDR250C	YDR250C
YDR262W	YDR262W
YDR262W	YDR262W
YDR262W	YDR262W
YDR262W	YDR262W
YDR262W	YDR262W
YDR262W	YDR262W
YDR262W	YDR262W
YDR266C	YDR266C
YDR269C	YDR269C
YDR269C	YDR269C
YDR269C	YDR269C
YDR269C	YDR269C
YDR269C	YDR269C
YDR269C	YDR269C
YDR269C	YDR269C
YDR271C	YDR271C
YDR274C	YDR274C
YDR278C	YDR278C
YDR282C	YDR282C
YDR286C	YDR286C
YDR287W	YDR287W
YDR306C	YDR306C
YDR307W	YDR307W
YDR319C	YDR319C
YDR333C	YDR333C
YDR336W	YDR336W
YDR338C	YDR338C
YDR340W	YDR340W
YDR344C	YDR344C
YDR348C	YDR348C
YDR352W	YDR352W
YDR357C	YDR357C
YDR360W	YDR360W
YDR370C	YDR370C
YDR374C	YDR374C
YDR387C	YDR387C
YDR391C	YDR391C
YDR401W	YDR401W
YDR415C	YDR415C
YDR426C	YDR426C
YDR428C	YDR428C
YDR431W	YDR431W
YDR444W	YDR444W
YDR445C	YDR445C
YDR467C	YDR467C
YDR474C	YDR474C
YDR476C	YDR476C
YDR491C	YDR491C
YDR506C	YDR506C
YDR509W	YDR509W
YDR514C	YDR514C
YDR520C	YDR520C
YDR535C	YDR535C
YDR537C	YDR537C
YDR539W	YDR539W
YDR541C	YDR541C
YEL004W	YEA4
YEL006W	YEA6
YEL041W	YEF1
YLL012W	YEH1
YLR020C	YEH2
YEL007W	YEL007W
YEL008W	YEL008W
YEL010W	YEL010W
YEL014C	YEL014C
YEL020C	YEL020C
YEL023C	YEL023C
YEL025C	YEL025C
YEL028W	YEL028W
YEL043W	YEL043W
YEL047C	YEL047C
YEL048C	YEL048C
YEL057C	YEL057C
YEL059W	YEL059W
YEL067C	YEL067C
YEL068C	YEL068C
YER041W	YEN1
YER010C	YER010C
YER034W	YER034W
YER039C-A	YER039C-A
YER046W-A	YER046W-A
YER064C	YER064C
YER066C-A	YER066C-A
YER066W	YER066W
YER067C-A	YER067C-A
YER067W	YER067W
YER071C	YER071C
YER077C	YER077C
YER078C	YER078C
YER079W	YER079W
YER084W	YER084W
YER085C	YER085C
YER087C-A	YER087C-A
YER091C-A	YER091C-A
YER093C-A	YER093C-A
YER097W	YER097W
YER108C	YER108C
YER113C	YER113C
YER119C-A	YER119C-A
YER121W	YER121W
YER128W	YER128W
YER130C	YER130C
YER134C	YER134C
YER135C	YER135C
YER137C	YER137C
YER139C	YER139C
YER140W	YER140W
YER152C	YER152C
YER156C	YER156C
YER158C	YER158C
YER163C	YER163C
YER181C	YER181C
YER184C	YER184C
YER185W	YER185W
YER186C	YER186C
YER187W	YER187W
YER188W	YER188W
YKL065C	YET1
YMR040W	YET2
YFL006W	YFL006W
YFL012W	YFL012W
YFL013W-A	YFL013W-A
YFL015C	YFL015C
YFL019C	YFL019C
YFL032W	YFL032W
YFL034W	YFL034W
YFL035C-B	YFL035C-B
YFL040W	YFL040W
YFL042C	YFL042C
YFL043C	YFL043C
YFL051C	YFL051C
YFL052W	YFL052W
YFL054C	YFL054C
YFL063W	YFL063W
YFR006W	YFR006W
YFR007W	YFR007W
YFR011C	YFR011C
YFR012W	YFR012W
YFR016C	YFR016C
YFR017C	YFR017C
YFR018C	YFR018C
YFR020W	YFR020W
YFR024C	YFR024C
YFR026C	YFR026C
YFR032C	YFR032C
YFR035C	YFR035C
YFR039C	YFR039C
YFR045W	YFR045W
YFR054C	YFR054C
YFR056C	YFR056C
YFR057W	YFR057W
YOL128C	YGK3
YGL007W	YGL007W
YGL010W	YGL010W
YGL015C	YGL015C
YGL024W	YGL024W
YGL034C	YGL034C
YGL036W	YGL036W
YGL039W	YGL039W
YGL041C	YGL041C
YGL042C	YGL042C
YGL046W	YGL046W
YGL057C	YGL057C
YGL059W	YGL059W
YGL079W	YGL079W
YGL081W	YGL081W
YGL082W	YGL082W
YGL085W	YGL085W
YGL101W	YGL101W
YGL108C	YGL108C
YGL109W	YGL109W
YGL114W	YGL114W
YGL117W	YGL117W
YGL118C	YGL118C
YGL132W	YGL132W
YGL138C	YGL138C
YGL140C	YGL140C
YGL146C	YGL146C
YGL149W	YGL149W
YGL152C	YGL152C
YGL157W	YGL157W
YGL159W	YGL159W
YGL160W	YGL160W
YGL165C	YGL165C
YGL176C	YGL176C
YGL177W	YGL177W
YGL196W	YGL196W
YGL199C	YGL199C
YGL214W	YGL214W
YGL217C	YGL217C
YGL217C	YGL217C
YGL217C	YGL217C
YGL217C	YGL217C
YGL217C	YGL217C
YGL217C	YGL217C
YGL217C	YGL217C
YGL218W	YGL218W
YGL230C	YGL230C
YGL231C	YGL231C
YGL235W	YGL235W
YGL242C	YGL242C
YGL250W	YGL250W
YGL260W	YGL260W
YGL262W	YGL262W
YGR001C	YGR001C
YGR011W	YGR011W
YGR012W	YGR012W
YGR015C	YGR015C
YGR016W	YGR016W
YGR017W	YGR017W
YGR018C	YGR018C
YGR021W	YGR021W
YGR022C	YGR022C
YGR025W	YGR025W
YGR026W	YGR026W
YGR031W	YGR031W
YGR035C	YGR035C
YGR039W	YGR039W
YGR042W	YGR042W
YGR043C	YGR043C
YGR045C	YGR045C
YGR050C	YGR050C
YGR051C	YGR051C
YGR053C	YGR053C
YGR054W	YGR054W
YGR058W	YGR058W
YGR066C	YGR066C
YGR067C	YGR067C
YGR068C	YGR068C
YGR069W	YGR069W
YGR071C	YGR071C
YGR079W	YGR079W
YGR093W	YGR093W
YGR106C	YGR106C
YGR107W	YGR107W
YGR110W	YGR110W
YGR111W	YGR111W
YGR117C	YGR117C
YGR122C-A	YGR122C-A
YGR122W	YGR122W
YGR125W	YGR125W
YGR126W	YGR126W
YGR127W	YGR127W
YGR130C	YGR130C
YGR131W	YGR131W
YGR137W	YGR137W
YGR139W	YGR139W
YGR146C	YGR146C
YGR149W	YGR149W
YGR151C	YGR151C
YGR153W	YGR153W
YGR164W	YGR164W
YGR168C	YGR168C
YGR176W	YGR176W
YGR182C	YGR182C
YGR201C	YGR201C
YGR203W	YGR203W
YGR205W	YGR205W
YGR207C	YGR207C
YGR210C	YGR210C
YGR226C	YGR226C
YGR228W	YGR228W
YGR235C	YGR235C
YGR237C	YGR237C
YGR242W	YGR242W
YGR250C	YGR250C
YGR259C	YGR259C
YGR266W	YGR266W
YGR269W	YGR269W
YGR272C	YGR272C
YGR273C	YGR273C
YGR283C	YGR283C
YGR287C	YGR287C
YGR290W	YGR290W
YGR291C	YGR291C
YGR234W	YHB1
YJL059W	YHC3
YHR029C	YHI9
YHL005C	YHL005C
YHL008C	YHL008C
YHL010C	YHL010C
YHL012W	YHL012W
YHL017W	YHL017W
YHL026C	YHL026C
YHL037C	YHL037C
YHL039W	YHL039W
YHL041W	YHL041W
YHL042W	YHL042W
YHL044W	YHL044W
YHL045W	YHL045W
YMR241W	YHM2
YDR451C	YHP1
YHR003C	YHR003C
YHR009C	YHR009C
YHR022C	YHR022C
YHR032W	YHR032W
YHR033W	YHR033W
YHR035W	YHR035W
YHR045W	YHR045W
YHR048W	YHR048W
YHR049C-A	YHR049C-A
YHR078W	YHR078W
YHR079C-B	YHR079C-B
YHR080C	YHR080C
YHR095W	YHR095W
YHR097C	YHR097C
YHR112C	YHR112C
YHR113W	YHR113W
YHR125W	YHR125W
YHR126C	YHR126C
YHR127W	YHR127W
YHR130C	YHR130C
YHR131C	YHR131C
YHR138C	YHR138C
YHR139C-A	YHR139C-A
YHR140W	YHR140W
YHR159W	YHR159W
YHR162W	YHR162W
YHR180W	YHR180W
YHR182W	YHR182W
YHR202W	YHR202W
YHR210C	YHR210C
YIL006W	YIA6
YPL201C	YIG1
YCR059C	YIH1
YIL001W	YIL001W
YIL012W	YIL012W
YIL015C-A	YIL015C-A
YIL024C	YIL024C
YIL025C	YIL025C
YIL028W	YIL028W
YIL029C	YIL029C
YIL032C	YIL032C
YIL039W	YIL039W
YIL054W	YIL054W
YIL055C	YIL055C
YIL057C	YIL057C
YIL058W	YIL058W
YIL059C	YIL059C
YIL060W	YIL060W
YIL064W	YIL064W
YIL067C	YIL067C
YIL077C	YIL077C
YIL086C	YIL086C
YIL087C	YIL087C
YIL089W	YIL089W
YIL092W	YIL092W
YIL096C	YIL096C
YIL100W	YIL100W
YIL102C	YIL102C
YIL108W	YIL108W
YIL141W	YIL141W
YIL151C	YIL151C
YIL152W	YIL152W
YIL158W	YIL158W
YIL161W	YIL161W
YIL163C	YIL163C
YIL165C	YIL165C
YIL166C	YIL166C
YIL168W	YIL168W
YMR152W	YIM1
YNL044W	YIP3
YGL198W	YIP4
YGL161C	YIP5
YIR003W	YIR003W
YIR007W	YIR007W
YIR014W	YIR014W
YIR016W	YIR016W
YIR020C	YIR020C
YIR020W-B	YIR020W-B
YIR024C	YIR024C
YIR035C	YIR035C
YIR042C	YIR042C
YIR043C	YIR043C
YIR044C	YIR044C
YJL007C	YJL007C
YJL016W	YJL016W
YJL017W	YJL017W
YJL021C	YJL021C
YJL022W	YJL022W
YJL027C	YJL027C
YJL028W	YJL028W
YJL038C	YJL038C
YJL043W	YJL043W
YJL045W	YJL045W
YJL046W	YJL046W
YJL049W	YJL049W
YJL055W	YJL055W
YJL064W	YJL064W
YJL067W	YJL067W
YJL068C	YJL068C
YJL070C	YJL070C
YJL107C	YJL107C
YJL119C	YJL119C
YJL120W	YJL120W
YJL131C	YJL131C
YJL132W	YJL132W
YJL135W	YJL135W
YJL142C	YJL142C
YJL144W	YJL144W
YJL147C	YJL147C
YJL149W	YJL149W
YJL150W	YJL150W
YJL152W	YJL152W
YJL160C	YJL160C
YJL163C	YJL163C
YJL169W	YJL169W
YJL171C	YJL171C
YJL175W	YJL175W
YJL181W	YJL181W
YJL182C	YJL182C
YJL185C	YJL185C
YJL193W	YJL193W
YJL206C	YJL206C
YJL206C-A	YJL206C-A
YJL211C	YJL211C
YJL213W	YJL213W
YJL215C	YJL215C
YJL216C	YJL216C
YJL217W	YJL217W
YJL218W	YJL218W
YJR003C	YJR003C
YJR008W	YJR008W
YJR011C	YJR011C
YJR015W	YJR015W
YJR020W	YJR020W
YJR024C	YJR024C
YJR026W	YJR026W
YJR030C	YJR030C
YJR037W	YJR037W
YJR038C	YJR038C
YJR039W	YJR039W
YJR054W	YJR054W
YJR061W	YJR061W
YJR079W	YJR079W
YJR087W	YJR087W
